====================================================
CATALOGUE PRODUITS - LE FILET DE CAMOUFLAGE (LFC)
====================================================
Format : Handle | Option1 (couleur/taille) | Option2 (taille) | SKU | Prix TTC (€)

----------------------------------------------------
ECHANTILLONS
----------------------------------------------------
filet-de-camouflage-echantillon | Sable | - | 3760388670185 | 9,90
filet-de-camouflage-echantillon | Blanc | - | 3760388670178 | 9,90
filet-de-camouflage-echantillon | Gris | - | 3760388677900 | 9,90
filet-de-camouflage-echantillon | Vert | - | 3760388670154 | 9,90
filet-de-camouflage-echantillon | Militaire | - | 3760388670147 | 9,90
filet-de-camouflage-echantillon | Bleu | - | 3760388677894 | 9,90
filet-de-camouflage-echantillon | Noir | - | 3760388670161 | 9,90

----------------------------------------------------
FILETS DE CAMOUFLAGE RECTANGULAIRES / CARRES - NOIR
----------------------------------------------------
filet-de-camouflage-noir | 2x2 | - | 3760388670833 | 49,99
filet-de-camouflage-noir | 2x3 | - | 3760388670796 | 59,99
filet-de-camouflage-noir | 2x4 | - | 3760388670772 | 79,99
filet-de-camouflage-noir | 2x5 | - | 3760388670758 | 98,99
filet-de-camouflage-noir | 2x6 | - | 3760388670734 | 117,99
filet-de-camouflage-noir | 2x7 | - | 3760388670710 | 137,99
filet-de-camouflage-noir | 2x8 | - | 3760388670697 | 156,99
filet-de-camouflage-noir | 2x9 | - | 3760388678570 | 176,99
filet-de-camouflage-noir | 2x10 | - | 3760388670857 | 196,99
filet-de-camouflage-noir | 3x3 | - | 3760388670642 | 88,99
filet-de-camouflage-noir | 3x4 | - | 3760388670604 | 118,99
filet-de-camouflage-noir | 3x5 | - | 3760388670567 | 146,99
filet-de-camouflage-noir | 3x6 | - | 3760388670543 | 176,99
filet-de-camouflage-noir | 3x7 | - | 3760388670529 | 205,99
filet-de-camouflage-noir | 3x8 | - | 3760388670505 | 235,99
filet-de-camouflage-noir | 3x9 | - | 3760388670482 | 264,99
filet-de-camouflage-noir | 3x10 | - | 3760388670673 | 294,99
filet-de-camouflage-noir | 4x4 | - | 3760388670451 | 156,99
filet-de-camouflage-noir | 4x5 | - | 3760388670437 | 195,99
filet-de-camouflage-noir | 4x6 | - | 3760388670413 | 236,99
filet-de-camouflage-noir | 4x7 | - | 3760388670390 | 276,99
filet-de-camouflage-noir | 4x8 | - | 3760388670376 | 316,99
filet-de-camouflage-noir | 4x9 | - | 3760388670352 | 354,99
filet-de-camouflage-noir | 4x10 | - | 3760388670666 | 391,99
filet-de-camouflage-noir | 5x5 | - | 3760388670314 | 246,99
filet-de-camouflage-noir | 5x6 | - | 3760388670277 | 293,99
filet-de-camouflage-noir | 5x7 | - | 3760388670253 | 344,99
filet-de-camouflage-noir | 5x8 | - | 3760388670239 | 391,99
filet-de-camouflage-noir | 5x9 | - | 3760388670215 | 442,99
filet-de-camouflage-noir | 5x10 | - | 3760388670338 | 489,99
filet-de-camouflage-noir | 6x6 | - | 3760388670192 | 354,99
filet-de-camouflage-noir | 6x7 | - | 3760388678013 | 412,99
filet-de-camouflage-noir | 6x8 | - | 3760388678563 | 469,99
filet-de-camouflage-noir | 6x9 | - | 3760388678556 | 529,99
filet-de-camouflage-noir | 6x10 | - | 3760388678549 | 585,99
